author,author_id,comment
THIT SAR,thit.sar184,"ရေနဲ့မထိုးရဘူး။ ဘာနဲ့လုပ်သင့်တယ်
ထင်သလဲ"
General,winminthein9181,ဒို့ မြန်မာလူမျိုးတွေ တစ်ကောင်မှ ဝင်မမန့်ကြပါလား
Luzoe,luzoe889,wellcome to Myanmar road😅
thar khant,tharkhant765,myanmar ဆုတောင်ယပေူပါ
지구열대화멸망,useryst633n96p,대통령 외계인
M.K. HAMID,ansari3168,"Bangladesh always with Nepal
Let dictatorship be abolished and democracy be liberated."
Rita kc,ritakc521,😭😭😭😭हेय भगवान 😭😭😭
दिपेश भण्डारी,dipeshbhandari396,सुरक्षाकर्मीहरु सक्नु हुन्छ समर्थन गर्नुहोस् यो कुनै पार्टीको लडाई हैन सिङ्गो देशको लडाई हो समर्थन गर्न सकिँदैन भने चुप लागेर बस्नुहोस् युवाहरुलाई आफ्नो देश बदल्न दिनुहोस!!🙏🇳🇵☺️
प्रजिता.✍️,prajita_rai4,आज कुनै पनि आमाले आफ्नो सन्तान गुमाउनु नपरोस्।🙏😭😭😭🇳🇵🇳🇵🇳🇵🇳🇵🙏🙏
sapana,sapanaale740,god bless all of u🙏🙏🙏❤️❤️
777@_sima karki,janukasimakarki,Om g😱
🇸 🇦 🇳 🇩 🇪 🇪 🇵 🎋🦚🌈,mrlamichhane25,oh god😥😥😥
Literature ❤,literature.007,"It’s time to rise and end this suffocating situation in our nation.
Nepali people can no longer remain silent in the face of corruption, oppression, and the growing dictatorship. This is not the struggle of a single generation—it is the duty of all Nepalis.
No force, no intimidation, no abuse of power can suppress the voice of a united people. Our anger is stronger than their bullets, our courage greater than their threats.
We will stand together, fearlessly, until this corrupt system collapses. We are not just demanding change—we are ensuring it. For justice. For freedom. For the future of Nepal.
Wake up, unite, and come to the streets. The time for silence is over—the time for action is now."
stranger❤️,stanger332,"Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights #Nepal and please share this in many videos#freenepal"
Sumi Stha,sumi.stha22,omg 😭😭😭
🌷साजन 🌹💐,sajan.pun923,नेपाल आर्मी लाई जिम्मा दे सरकार
monsoon 🧘🕊️,sonulama833,"wanted international Media to react that students in college dress are being shot in today protest. As per international law no one is allowed to do that but nepal police/army are doing that , this needed to come to light and nepali government have to face the consequences"
Misha rawat. 11.11❤️,misharawat791,sana sana bal balika lai yatro atang garna dar lagena .sarkar
Rosni Shrestha,rosni.shrestha2,गोलि चलाउने पुलिस र चोर नेता लाई नछोड युवा हो पुलिस को गन खोसेर पुलिस लाइ पनि गोलि टोक युवाहो
🈴,kaushalpoudel06,condition of Nepal 😢
user1949302056008,yogmayasharma09,भारतले देश मिचेको मिचैछ।केपी देशको जनता मार्न अगी सारेको छ।सक्छ भने देश बचा
Mebantawa,bantawa827,omg
A.J.❤️💐,anejmagar,world war ho Ka ho
😌 i miss you maya❤️,dhikunq,hamro diss k hunu lagau hi vagawan
️Dinesh.com,dinesh.c0m,
karisma karisma,lovely.karishma,भगवान सबैको रक्षा गरुदेउ
TS Sojib,mdsojib1430,"Era of rebellion ☝🏼
Sri Lanka 🤝🏼 Bangladesh 🤝🏼 Indonesia 🤝🏼 Nepal"
🫶🏻🦋,manjitakarki99,"The true duty of the police is to protect the people, to stand as guardians of peace and justice not to turn their weapons against innocent souls who raise their voices in protest.
Rest in peace beautiful soul🥹😭"
🐸,riteshshrestha.7,justice for nepal 🇳🇵🇳🇵
𓆩🦋 𝑲𝒂𝒖𝒔𝒉𝒊𝒍𝒂 🦋𓆪,kaushila523,यसपाली केपि ओलिको मृत्यु दर्ता जसरी पनि गर्न पर्छ
Bindu°_°K.C °_°D.C❤️💐🌷,bindu.dc1,हे भगवान के हुँदैछ यो दशैंको मुखैमा आएर हाम्रो नेपालमा रगत बनाउने नेताहरु कहाँ लुकेर बसेका छन् सक्छौ भने जनता बचाउ 😭😭😭😭😭😭
raja dhital,dharmaraja12345,Salut gng
Vasudev Sunar official,theadventureofvasu,who i am
prmmmmi,prmmmmi,एस्तो गरी गरी मान्छेलाई कति दिन चुप लगाउँछस्
<THã_Mé><Sû_jå_N>,dolokha0,😭😭😭😭😭 Nepal and congratulations
14.11💫💝,himstxxzj71,"यो सरकार ले कति दमन गरेको छ यहिँ बाट प्रस्ट हुन्छ, आज जे जे भो तेस्मा सरकार कोनै दोस छ 😡😡"
subashbam608,subashbam608,hamile garna nasakeko kam garera dekhayou salam xa Gen z
Kamla Kunwar,kamlakunwar3,गोलि चाइ जति नै आदेस आय पनि नचलाइदिनु है🙏
bishnusharma123,bishnusharma1230,थुक्क नालाएक सरकार तलाइ थुक्न लाई थुक त आएन 84 मा भोट के आउला😡
Dipa Dhakal,dipadhakal71,गोलि हान्न आदेस दिने लाई अब छोड्न हुन्न मार्नु पर्छ
Daraz Affiliate Marketing,darazpicksnp,नेपाल आमा को मुख फेराउन गएका एक आमा को सन्तानको मृत्यु भयो। कती रोइन् होला ती आमा😭😭🥺🇳🇵🇳🇵🇳🇵
🪂🇳🇵Mr rai🤟,bikramrai345,भरुवा लेर जानु पर्ने रहेछ साला
Firsts names,firsts.names4,"@Firsts names:ओलि डाकाले यति धेरै युवा मारी सक्यो, अब कुन बेला यो सामान्य कुरा लाई राजनीति गर्न उचालियो भनेर भुक्ने हो ,"
Anita karki basnet,anitakarkibasne37,same here in Nepal 😭😭
janaki bishokarma,suniljanaki2,जनता को हात मा पनि हतियर हुनु पने हो
Suyog Giri,suyoggiree,"Please cover up the nationwide protest in Nepal on 8th September 2025
Gen Z Youth of Nepal to Stage Nationwide Protest Against Corruption and Nepotism in Nepal
Nepal’s Generation Z youth are gather in Kathmandu and across major cities to protest against the country’s deep-rooted corruption and nepotism culture, which has undermined democracy, equal opportunity, and the future of young citizens.
Thirteen students are dead by the gun shoot and more than 100 of them are injured. uniform Police are firing on students who are in schools uniform and many harmful gases are spread on the students.Attack on a uniformed student is a grave violation of human rights and international laws. We call for an immediate, independent investigation and urge international human rights organizations and the UN to hold the government accountable. Justice must be served, and the voices of students must be protected, not silenced. Please tag international media. #JusticeForStudents #HumanRights"
$Sunita Grg🥰,sunita.grg5,raxa garun bhagawan 🙏🙏🙏
NG.. Tamang10🐒👰‍♀️,220__november,"थुक्क लाछार कुपुत्र भ्रष्ट लाइ बचाउने जोगाउने कुकुर पुलिस ,, तिमिहरुलाइ दिक्क लाग्दैन सरकारले येस्तो गर्दा,, सक्छ भने Zen,Z लाइ सपोर्ट गर 😡😡"
💌,y0urfavvpisces7,"A protest was held by our generation the genz against insane corruption in nepal. They killed a kid in his school uniform who was there to fight for his basic right. 14 people were killed because they asked for the minimal rights they deserve. We work day and night, sacrifice our time, love, family, just for them to flex their luxurious life on the gram. This has to reach international audience too. WE WILL NOT STOP. WE WILL AVENGE THE LOST LIVES!!!!"
Rudra  thapa  magar,rudra.thapa.magar0,सामन्ती ब्यबस्था को अन्त्य गरौं
The RANGA,alexgiri5,":नेपाल आर्मी❎
नेकपा आर्मी✅
😡😠🤧"
user kus deepak,user.kus.deepak,🙏 जय नेपाल🇳🇵
Renu Gautam🕊️💮,renu3221,आज कसैको छोरा छोरी लाई केही नहोस्।।। भगवान् 🙏🙏🙏🙏
ᴊᴀᴄᴋ,jack_00069,Cover the News of ongoing protest in Nepal. It's getting brutal every second 😭
Mr. Ranjit yadav,mr.ranjityadav1,jai..Nepal
Ms Anzuu👑,magh1jan,Omg plz god save everyone🥰🥰🙏🏻
Aasha Giri,aashagiri803,जनता को खुन पिउने सरकार केपि हो
Adarsha1981,adarsha630,which country is that?
🇳🇵🌷🙏 Sanjay Kumar Adhikari,sanjayadhikari234,ॐ शान्तिः 😭🇳🇵🙏
PaPuSangSang,papusangsang,😳😳 In which country? 😳
Indra Basnet,indrabasnet38,Malayalam sarkar
formercaptain2,formercaptain2,थुक्क ज्यान्मारा सरकार
Maniss.,pingpan01,"waktu Demo saya nemu dompet di tempat orang Demo,lalu kubuka dompetnya Alhamdulillah isi nya 5 jt, dan di dalam dompet juga ada ktp pemilik nya, saya bingung dan ragu mau di anterin sayang isi nya 5 jt,klo ngga di balikin kasian yg punya Dompet, takut KTP nya mau di pake, tau sendiri ngurus ktp di negri konoha ribet kalo nggak ada orang dalem, pokoknya UUD, akhirnya saya anterin dompet dan isi nya ke alamat rumah, pas saya nyampe rumah pemilik nya jutek banget, pas saya bilang menemukan Dompetnya sopan banget dia, langsung saya di suruh masuk ke rumah nya, di buat kan kopi dan di sandingkan kue, pas sudah 30 menit ngobrol saya pun pamit,dan saya bilang,ibu coba uangnya di hitung kembali, lalu ibu itu menghitung nya, dan Alhamdulillah uangnya pas 5 juta, terus saya pun pamit dan tangan saya di tarik sama ibu itu, saya kira ada apa, nggak tau nya uangnya 5 jt mau di kasih saya semua,emang kalo sudah rezeki nggak kemana,katanya yang penting KTP balik sudah bersyukur banget,saya pun seneng banget, pas saya pergi sudah keluar pagar ada yang panggil panggil saya,.
pah..pah..bangun pah... sudah pagi takut berangkat kerja nya kesiangan anak sekolah sudah pada masuk takut macet, saya pun terbangun dan bengong, uwala...ternyata mimpi🤭"
जिन्दगी अधुरो छ तिमी बिनाको ❤️,anisharawot0,good good 👍️👍️👍️👍️
छेसाङदिकी,lpdmserpsalakha4,nepal m police nai bastachariko joley matrai xa janta sukxey xain kasari agadi badnu kati khera k garxan enarule 🤯🤯🤯🤯😢😢😢🙏🙏🙏
SARU🩺🔬💉🍀,saraswatineupane110,which place
rubyjane,bubblegumnj,"@raa: halo kaa. Boleh gk nitip sesuatu, nanti pas demo tolong infokan kalo kena gais air mata cuci muka pakek air yang dicampur garem non yodium atau susu atau air mengalir. Jangan pakek odol nanti tambah iritasi mata mereka. Sama kalo keisep pakek kain basah tutup mulutnya. Soalnya liat temen temen yang demo pada sesek. Yang perempuan mau bantu share info ini biar pada save. Semangat yang demo."
kartinah,emwadi800,demo teruuus tikus tikus ber dasi mulai ketakutan banyak yg korupsi
reyhand,tearalwaysfun,perasaan tiap demo gaada perubahan dan berujung sia2 dah. ngapain demo kalo ujung2 nya sama kyk sebelum2 nya😅
pujiantoooo,gjf568889,serius tanya kalau pake kaca mata renang aman gak klu terkena gas air mata
Mulya syahfitry,mulya0110,"sumpah kasian sama rakyat pak pol dan tni, mereka turun kelapangan gara DPR.
Sedangkan DPR dmna? mereka bungkam semua tutup mata, bahkan sudah ada korban jiwa tapi tidak ada tindakan agar demo ini mereda dan masyarakat sedikit tenang.
tolong cepat ambil tindakan pak prabowo lihatlah rakyatmu tolong dengarakan dan cari solusi yg adil untuk kami para rakyat🙏🙏"
E,enip14,polisi bela tikut DPR 🤣
May,bibilover231,
parmila khatri,parmila159,😭😭😭😭😭😭😭😭😭😭😭😭😭😭
moemoe,user130592699549,😂😂😂
Rojina Tamang,rojina.tamang1889,😳😳😳
Nor Fatama,nor.fatama96,😅😅😅
user20308319742285♥️🌹💔,user20308319742285,🥰🥰🥰
nyi htun,nyi.htun85,🥰🥰🥰
Soth Chhun,soth.chhun,❤️❤️❤️❤
Loan Đinh,loan.inh761,😁😁😁
K N Oo,knoo355,👍👍👍
Js.mg zaw 00220,js.mg.zaw.00220,💪💪💪
အိမ်သူသက်ထား💐,honeythaw792,💪💪💪💪
tuteko mutu💔💔💔,kusalaxx0,🌹🌹🌹
tuteko mutu💔💔💔,kusalaxx0,🥰🥰🥰
Hla Kyaw,hla.kyaw305,🥰🥰🥰
Imran Ansari,maimunkhatun820,🥰🥰🥰
manoj,user714728275,🥰🥰🥰
Akshay kumar Gupta,akshay.kumar.gupt,🥰🥰🥰
😡😡ဒေါ်ပိုးလေး😡😡,poeeainphyu82,🥰🥰🥰
jame,jame7071,🥰🥰🥰
Rabindar. majhi3,uejeejhhgfhj229,♥️♥️♥
Rabindar. majhi3,uejeejhhgfhj229,💔💔💔
moesan3813,moesan3813,😳😳😳
Le roi 5x5  25,kabore5x2,💪💪💪
maylay,user52498052538292,😢😢😢
ko toe gyi,kotoegyi74,😢😢😢
🤦‍♀️💔,thel.thel7482,😭😭😭
Naresh Mahato,naresh.mahato828,🤔🤔🤔
Naseem khan pti,naseem.khanpti,🌹🌹🌹
phyo123456789010000,phyo123456789010000,😳😳😳
Daw Mya Sein,daw.mya.sein923,😳😳😳
user6318619448051,user6318619448051,😳😳😳
❤️❤️❤️PTI 804👍👍👍,pti.804780,💯👍👍👍👍👍🥰🥰🥰🥰🥰🥰❤️❤️❤️❤️❤️❤️❤️❤️❤️❤
parwaz iqbal,parwaziqbal15,🌹🌹🌹
Mya Thin Kyu,mya.thin.kyu88,😳😳😳
ကောင်းခေတ်မင်း,ukyi737,😂😂😂
မောင်ဘဝဗေဒါ,user47298754536000,😳😳😳
လရိပ်လရိပ်,phyo.thu7607,🥰🥰🥰🥰🥰
Rohit,ekloxoro555,❤️❤️❤
raimes997,raimes997,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
kokoAung,kokoaung5859,😢😢😢😢😢😢😢😢😢
MD Farooq,mdfarak361,🤣🤣🤣
Usman jutt 46,usmanjutt779p0,😂😂😂
khurshid,khurshid8560,😭😭😭
kowinnaing9716,kowinnaing9716,😭😭😭
"{YESHUA,barber}",ismaelsanchez2516,🙏🙏🙏
JagtarndeviRam,jagtarndeviram,💓💓💓
zldkc,zldkc5,🥰🥰🥰
user299561663,user299561663,😳😳😳
amir King,ilyas_afridi_622,👍👍👍
Wasoo Das,wasoo.das,🥰🥰🥰
Qambar Ali,qambar.ali56,♥️♥️♥️
Adnan Khan,user114821718,🥰🥰🥰
सिता गुरुङ्ग,user9237114091569,😳😳😳
shovapariyar628,shovapariyar628,😢😢😢😢😢😢
Aayushkumar6677,aayushkumar6677,😈😈😈
aditya yadav,mylovelife12345,🥰🥰🥰
sitasai30,sita.sai4,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
Ambikachaudhary💓,ambika00189,🤔😔😔😔😔😓😓😓😤😤😤😱😱😱😰😰😰😬😬😬😡😡😡😡🤬🤬🤬
Darshan Pariyar,darshan.pariyar59,😁😁😁
Darshan Pariyar,darshan.pariyar59,🥰🥰🥰
Manu Bhandari,manu.bhandari14,🥺🥺🥺
Mina Shrestha,minashrestha2,😥😥😢😢😢
Sæd _Gîrls.. Kæñxî💔😥🥹,siriyathakuri7,😭😭😭
Anjana Tamang Ghising,anjana.tamang.ghi,💐💐💐
ഗോപാൽ ദഹൽ,gopaldahal272,🥰🥰🥰
AkashBishwokarma🍁,deepaksunar1www,🥰🥰🥰
Maya💗,minabaniya822,😭😭😭😭😭😭😭😭😭😭😭❣❣❣❣
Maya Ansari❤️,mayaansari09,😭😭😭
Nirmala Singh495,nirmalasingh4958,😭😭😭😭
yogendraadbist0,yogendraadbist0,😁😁😁
shaheen,shaheen6462,😢😢😢
Madan Chamlagai 💎,madanchamlagai.jhapa,@BBC News @CNN @UNICEF @Human Rights Watch
Mohan Gurung399,mohangurung030,👌👌👌
Nila shrestha,nilashrestha92,😭😭
lalita.tajpuriya,lalita.tajpuriya2,👌👌👌
lalita.tajpuriya,lalita.tajpuriya2,😂😂😂
pramanand mallah💕💐🙏,pramanandmalaha1117,😢😢😢
shantisubbabhujel,shantisubbabhujel,🇳🇵🇳🇵🇳🇵🇳🇵✊️✊️✊️✊️✊️
ISLAM000,islam00047,😂😂😂
rabingajurel100ga@gmail.com,rabingajurel89,😂😂😂😂😂
Manmaya Tamang,manmaya.tamang01,😭😭😭😭😭😭
Shankar Np,shankar.np2,🔥🥰💖
@sumit Kumar Yadav 123,sumitkumaryadav981,🥰🥰🥰🥰🥰
Janxu Limbu,janxu.limbu,😭😭😭
deepinkoirala,deepinkoirala,@Human Rights Watch
Krishna prasad Rijal,krishna.prasad.ri66,🥰🥰🥰🥰🥰
Bhima Bhattarai,bhima.bhattarai8,❤️❤️❤️❤️❤️❤️
Mina Shahi,mina.shahi192,😂😂🥰🥰🥰🥰🥰🥰🥰
Ana_karki,ana_karki,🥰🥰🥰
Sitadevi Baral,sitadevi.baral,@🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
Arbindra Giri,arbindra.giri8,💐💐♥️♥️💐🙏🙏🙏
Chandra Tamang,chandra.tamang453,🥰🥰🥰
Purnika Magar,purnika.magar,😭😭😡😡
Sabhona,sabhona1,@Dylan Page @BBC News @CNN
Shajan Rana,shajan.rana,👌❤️❤️❤️❤️❤️❤️❤️👌
Rina mandal Mandal,rina.mandal.manda,😹😹😹😹😹😹😹😹
samrit jha,samrit926,🥰🥰🥰
my life 😔 sad,kasamkasam807,🙏🙏🙏
Netra Dahal,netra.dahal11,♥️♥️♥️
Dinkar Yadav,dinkar.yadav6,🥰🥰🥰
dinesh😘 chauhan💕,motaki.ka.patarka3,😁😁😁
user8171086977514,user81710869775144,😂😂😂
Dinesh Kumar,dinesh.kumar4836,❤❤❤
nabina shrestha,nabinashrestha107,💐💐💐
Sabitri Dhami,sabitridhami0,😭😭😭
Vijay Yadav,vijay.yadav568,🙏🙏🙏😭😭😭🙏🙏🙏🕉️🕉️🕉️🇳🇵🇳🇵🇳🇵
Janaki Ghimire,janaki.ghimire8,😭😭😭
krishnaa hamal,krishnaa__711,💝💝💝💝💝💝💝💝💝💝
krishnayadav2059,krishnayadav2059,🌹🙏🏿🇳🇵🌹🙏🏿🇳🇵🌹🙏🏿🌼
Binda Bohara355,bindabohara0,😥😥😥
खुशी सुनार,khu_shi111,💓💓💓
D. B 🩷 saud,dhanbahadursaud100,♥️♥️♥️
Maiya Gautam,maiyagautam168,😭😭😭😭😭😭😭😭😭😭😭
kanxi Queen12,kanxiqueen97,💞💞💞
puja puja,puja.puja858,😭😭😭😭😭😭😭😭😭
Ma Nu,ma.nu56,🥰🥰🥰🥰🥰🥰
rajesh,rajesh.ji615,♥️
उतर कुमार साक्या,uttarshakya17,😂😂😂
manta tiwari,mantatiwari678,🥺🥺🥺
Manju Budathoki,manjubudathokii,😁😁😁
@मुटु💔थियो💔💔 तर माया थिएन,saru.saru976,😭😭😭😭😭😭😭
प्रिय मुटु,sitalohani47,😭😭😭
Anish Yadav,premlalyadav168,😳😳😳
Anish Yadav,premlalyadav168,🥰🥰🥰
SaNâa🥷🖤🦴,haddee456,🥺🥺
Devi❤,devibhandari315,@👍👍👍👍👍🙏🙏🙏🙏💝🌺🌹💖💖👍👍💘💘💘💘💘
Anish Yadav,premlalyadav168,😁😁😁
MING🏆️,karmasherpa73,🥰🥰🥰
Harimaya Dhakal,harimaya.dhakal58,😅😅😅😅😅😅
Balkumari Gurung,balkumarigurung,👍👍👍
Anjana Anjana,anjana.anjana83,😳😳😳😭😭
sumitra nepal,sumitrakarki64,🤩🤩🤩
Abhishek,abhishekghimire88,🥰🥰🥰
Aakriti Chaudhary,aa_kri_ti_880,@BBC News @Dylan Page
Sherap Rokaya,sheraprokaya2,😳😳😳
바비타 파탁,aalina262,🥺🥺🥺
laxmioli397,laxmioli3971,😭😭😭😭😭😭😭😭
shankerk02,shankerk02,🥰🥰🥰
Abishek nepal🇳🇵🇳🇵🇳🇵🇳🇵,abishek_kumar123,🥰🥰🥰
Ramva Saud,ramva.saud,😭😭
sunita dhakal,sunita.dhakal731,✊✊✊✊✊
user28297344305,branded.boka62,😂😂😂
sabitrichhetri491,sabitrichhetri491,😁😁😁
Dailekhi kanxo,dipak.bc067,🥰🥰🥰
Kanxi 💗😊💫,taney009,🥰🥰🥰
"G,a,u,t,a,m  K,u,m,a,r,",rupan.sonar,😻😻😻
Kisan Sherpali,kisan.sherpali8,🤣🤣🤣😂😂😂😂😂
sapanabastola56,sapanabastola56,😂😂😂
Yeshika neha,yeshikaneha,😳
PārMîlà Çhy,pr.ml.hy,❤️❤️❤️
parshu_dahit3,parshu_dahit3,👍👍👍
Bijay Kumar Yadav,bijay.kumar.yadav120,🥰🥰🥰
rajinapathak1,rajinapathak1,🙏🙏🙏
laxmi srp 245,laxmifuchi6,😭😭😭
Atinibiar,bneetarai333,😢😢😢😢😢😢
Gangaprasad Chaulagain,gangaprasad.chaul,👍👍👍
Kabita,kabitabhandarikarki2,😭😭😭
Shrestha Jun,jun.shrestha416,😭😭😢😢
Sridhar Acharya,sridharacharya2,😥😥
sanchamaya607,sanchamaya607,👍👍👍❤❤
xettri kishor I 💕😘 love 😘😙,kishor.sant,🥰🥰🥰
Lal Bahadur Chhetri,lal.bahadur.chhet26,😂😂😂😂😂😂😂
Suresh Silwal,suresh.silwal94,🥰🥰🥰
Anju,anjushrestha002,🙏🙏🙏
swostika ❤️ binod 2,swostikabinod2,🥰🥰🥰
Yamuna Shrestha,yamunashrestha412,🙏🙏🙏
Lovelymaharjan😍,lovelymaharjan7,😭😭😭😭💔💔💔💔
Sita Kafle,sitakafle82,😥😥😥
samjhana ghapa,samjhana.ghapa,😭😭😭
Gopalgopalkarki,gopalgopalkarki3,😂😂😂
👑°™°•° Mr_ Bikram °™•°👑,bikramkushwaha21,❤️❤️❤️
WANTED SARKAR 😈,tmgsarkar4,🥰🥰🥰
laxmithapa16351,laxmithapa16351,👍👍👍👍🙏🙏🙏🙏🥰🥰🥰🥰♥️♥️♥️
Its 🥂YaGirl[Abza],abzavhandri,"@humanrights @CNN My heart is shattering right now. Those people who lost their lives didn’t go to the streets for themselves. They weren’t fighting for personal benefit, they were fighting for us, for the whole nation. They dreamed of a country free from corruption where everyone could live with fairness and dignity. They sacrificed their lives not for their own gain but for the future of millions. How cruel and unfair it is that such pure dreams were answered with bullets."
Roji [yamphu] rai,rojiyamphu,😳😳😳😳😳
itsa syangbo…..🫶🏼🫶🏼,tamangni7880,🥺🥺🥺
Laxmi sundas @139✝️😇✝️,lovelylaxme,🙏🙏🙏🙏🇳🇵🇳🇵🇳🇵🇳🇵
Yadav Brand Bhai 12,anilyada245,😁😁😁
Santosha Mahato,santosha.mahato,😢😢😢
viiay Kumar,viiay.kumar3,😍😍😍😍
Ganesh Kc,ganeshkc428,🥰🥰🥰🥰🥰🥰🥰
꧁𝔠𝔥𝔥𝔞𝓎𝔞 𝔤𝔲𝔯𝔫𝔤꧂💗,chayagurung591,😍🥰
Tuk Maya,tuk.maya3,😭😭😭
Tracy Limbu,tracy_limbu2057,🥺🥺🥺🥺
sroj chaudhary,saroj.chaudhary2,😏😏😏😏😏😏😏
Mina upreti,minaupreti1,😭😭😭
पतिभा लामा,balsyangtan,😭😭😭😭😭😭😭😭😭😭🙏🙏🙏
Laxmi Shahi❤️❤️,laxmishahi3162,😥😥😥
dharma saud,dharma.saud01,😭😭😭😭😭😭😭😭😭
Thagunna💞G❣️,pralesh45,💖💖💖
AR collection,arcollection__0,👍👍👍
🍃🧿MANVI PURJA PUN🕊️🇳🇵,purjapun5,😢😢😢
nitu❤️,usernitusaraf,😂😂😂
Hemanti Chaudhary928,hemantichaudhary08,😭😭😭
ivanaivan,ivanaivan,😁😁😁
Omprakash Pun,omprakash.pun,❤️❤️❤️
Sanju Dulal,sanju.dulal,💔💔💔😭
minuuu🙂,minaaryal490,😭😭
Sp Sherpa,sp.sherpa6,👌👌👌
__😚🫶🏼💗__,parsikasah22,🤪🤪
मैयाँ सुनुवार,maiyasunuwar1,😭😭😭
राम चन्द्र  न्यौपाने,ramchandraneupane87,😭😭😭😭😭
Rejina rejina,rejina.khadgi0,😥😥😥
Niru Moktan,niru.moktanpasal,😂😂😂😂😂
Rajesh Dangi,rajesh.dangi87,👍
Vhima Baral,vhimabaral123,❤❤❤
Sudip Magar806,rajmagar640,😆😆😆
Lokesh Thakuri,lokesh.thakuri58,😂😂😂
Tika Maya grg,tikamaya030,😁😁😁
Bishnu Parajuli,bishnuparajuli10,😭😭😭
Dhan Maya bista,ranbadurbista,😳😳😳
🦚💜it's me rachu🖤🕊️,rabinkc638,😂😂😂
ramitagamwa,ramitachy38,❤️❤️❤️❤️❤️❤️❤️
lalan,lalanchaudhary383,🤣🤣🤣
𝐑𝐚̈𝐉𝐞𝐍𝐃𝐫𝐀 𝟎𝟎𝟎,rajendra.xettrii,":य सरकार...🙏😳...
1“हामी तपाईंको दुश्मन होइनौं, नागरिक हौं। हाम्रो आवाज सुन्नुस्।”
2“सामाजिक सञ्जाल बन्द गरेर होइन, भ्रष्टाचार नियन्त्रण गरेर देश चलाउनुहोस्।”
3“जनताको आवाज दबाउने सरकार कहिल्यै टिक्दैन।”
4“हामी डराउँदैनौं, हाम्रो अधिकार छोड्दैनौं।”
5“लोकतन्त्रमा जनताको आवाज नै मुख्य शक्ति हो, त्यसलाई सम्मान गर्नुस्।”
6“हामीलाई चुप गराएर होइन, संवाद गरेर समस्या समाधान गर्नुस्।”
7“सरकारले गल्ती स्वीकार गरेर सही बाटो समात्नुपर्छ।”
8“हामी सडकमा आउन बाध्य भयौं किनकि
तपाईंहरूले हाम्रो आवाज संसदमा सुन्नु भएन।”
9“हामी हिंसा चाहन्नौं, हामी न्याय चाहन्छौं।”
10“सरकार चलाउने जिम्मा तपाईंको हो, तर भविष्य हाम्रो हो।”👍.."
userzc1sm2qq5t,userzc1sm2qq5t,국민핍박은 무기탈취해서 대응해야한다
Trường Xuân,truong_xuan,We always support you! Your future is in your hands. Stand up and remove your shackled dictatorship. We love you!
HỒNG PHÚC FOOD & DRINK,hongphucteaandmore,"Cách mạng màu thông qua sinh viên các trường quốc tế từ phương tây. VN cần cảnh giác,cải thiện giáo dục nội địa hạn chế cho trường quốc tế có đất sống. Nâng cao giá trị đạo đức dân tọc và truyền thống yêu nước, truyền thôbg manhj mẽ về các phương thức cách mạng màu cho toàn dân hiểu sâu sắc."
Nawaz Chaudhary,nawazchoudhry,"Well done Nepal youth highly appreciate you.
We Pakistanis are still trying but not yet getting success."
🧊NAREE♧888🧊,88nr.rn88,🥺
azahraa,muminah.azahra,😭😭😭😭
Tik Toker,user2212491302,karna prabowo gk punya ilmu kawibawan kya pak joko
L,pp207268,
PijatLuwuk,pijat_indonesia0,MEMERANGI RAKYAT SENDIRI
arief Susanto,wwwsusanto77,yg di demo ngopi di rumah..polisi ma warga mati2an
dewipurnamasarishop,purnama2705,ya Allah sing dipasihan ksalemetan kangge sdyna🤲
Shah_89,mrshah_89,😱😱😱
Palupi,pal_lupiiiuuu,bawa mercon aja ga sih sekalian
nabila,cau8787,gw punya bank emok pusing ekonomi susah g PP rakyat Indonesia d gaji perbulan 5 juta pa
cah Tuban,sutik.no744,bawa sedot wc biar adil
My mawar,mymawar30_,pemerintah penjajah 😭
tinisupartini999,tinisupartini999,
Extra JoosS,langittakmendengar7,semua gara2 polisi
meysa cantik,meysa54321,yaallah cing di salamet kn sadyna
OmeprazoLe_77,gee24112,"ini baru sbagian kecil rakyat yg bergerak,...Jangan sampe '98 Part 2,"
Hallo_sy,faidagiana1,kenapa ga bawa mobil sedot wc
OMPED VISUAL 2,akunbaruya2112,😳😳😳
yehjiajia8023panggil saja caca,yehjiajia8023,Kenapa jadi perang sih pak 😭😭😭😭😭😭😭😭😭😭
podo,podoande,ini gara DPR joget2 😃
Utiiii•,mutiawulandari28,🥺
Triaminah Minah,triaminah.minah,"ini namanya bkn demo, perang rakyat sama rakyat, pulisi juga rakyat, bkn siapa2"
